model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,-0.1804543137550354,-0.16655302047729492,-0.013901293277740479,0.013901293277740479,0.00019324595479375262
naive_last,0,2,1,-0.1804543137550354,-0.1666579246520996,-0.013796389102935791,0.013796389102935791,0.00019034035227960544
naive_last,0,3,2,-0.1804543137550354,-0.19933903217315674,0.018884718418121338,0.018884718418121338,0.0003566325897317313
naive_last,0,4,3,-0.1804543137550354,-0.22499078512191772,0.044536471366882324,0.044536471366882324,0.001983497281813129
naive_last,0,5,4,-0.1804543137550354,-0.2171221375465393,0.036667823791503906,0.036667823791503906,0.00134452930160478
naive_last,1,1,1,-0.22741621732711792,-0.2411864995956421,0.01377028226852417,0.01377028226852417,0.00018962067375483116
naive_last,1,2,2,-0.22741621732711792,-0.16622662544250488,-0.06118959188461304,0.06118959188461304,0.0037441661550055017
naive_last,1,3,3,-0.22741621732711792,-0.1956825852394104,-0.03173363208770752,0.03173363208770752,0.0010070234054779803
naive_last,1,4,4,-0.22741621732711792,-0.17482012510299683,-0.052596092224121094,0.052596092224121094,0.0027663489172482514
naive_last,1,5,5,-0.22741621732711792,-0.164104163646698,-0.06331205368041992,0.06331205368041992,0.004008416141232374
naive_last,2,1,2,-0.18263733386993408,-0.196760356426239,0.014123022556304932,0.014123022556304932,0.00019945976612589789
naive_last,2,2,3,-0.18263733386993408,-0.21285754442214966,0.030220210552215576,0.030220210552215576,0.0009132611258202417
naive_last,2,3,4,-0.18263733386993408,-0.2236902117729187,0.04105287790298462,0.04105287790298462,0.0016853387841173628
naive_last,2,4,5,-0.18263733386993408,-0.24140727519989014,0.058769941329956055,0.058769941329956055,0.003453906003926477
naive_last,2,5,6,-0.18263733386993408,-0.2209567427635193,0.038319408893585205,0.038319408893585205,0.001468377097953777
naive_last,3,1,3,-0.2057594656944275,-0.1860453486442566,-0.0197141170501709,0.0197141170501709,0.0003886464110678389
naive_last,3,2,4,-0.2057594656944275,-0.16669249534606934,-0.039066970348358154,0.039066970348358154,0.0015262281721994952
naive_last,3,3,5,-0.2057594656944275,-0.15440982580184937,-0.051349639892578125,0.051349639892578125,0.002636785517097451
naive_last,3,4,6,-0.2057594656944275,-0.16178977489471436,-0.043969690799713135,0.043969690799713135,0.0019333337090223779
naive_last,3,5,7,-0.2057594656944275,-0.16364765167236328,-0.04211181402206421,0.04211181402206421,0.0017734048802289237
naive_last,4,1,4,-0.20025664567947388,-0.20603042840957642,0.005773782730102539,0.005773782730102539,3.333656701443033e-05
naive_last,4,2,5,-0.20025664567947388,-0.19665420055389404,-0.003602445125579834,0.003602445125579834,1.2977610882813906e-05
naive_last,4,3,6,-0.20025664567947388,-0.18175089359283447,-0.018505752086639404,0.018505752086639404,0.00034246286029215867
naive_last,4,4,7,-0.20025664567947388,-0.18056648969650269,-0.01969015598297119,0.01969015598297119,0.0003877022426337362
naive_last,4,5,8,-0.20025664567947388,-0.1847611665725708,-0.015495479106903076,0.015495479106903076,0.00024010987275246976
